0.000000e+00  6.972304e-05
3.846150e-10  6.698008e-05
7.692300e-10  6.493732e-05
1.153845e-09  6.292719e-05
1.538460e-09  6.120333e-05
1.923075e-09  5.969669e-05
2.307690e-09  5.808342e-05
2.692305e-09  5.635583e-05
3.076920e-09  5.480589e-05
3.461535e-09  5.179037e-05
3.846150e-09  4.893651e-05
4.230765e-09  4.750508e-05
4.615380e-09  4.465948e-05
4.999995e-09  3.878488e-05
5.384610e-09  2.946203e-05
5.769225e-09  3.109180e-05
6.153840e-09  4.299594e-05
6.538455e-09  5.597522e-05
6.923070e-09  4.222514e-05
7.307685e-09  2.341520e-06
7.692300e-09  -3.069279e-05
8.076915e-09  -1.654198e-06
8.461530e-09  6.252278e-05
8.846145e-09  1.499723e-04
9.230760e-09  1.630325e-05
9.615375e-09  -1.514445e-04
9.999990e-09  -6.175921e-05
1.038460e-08  6.582493e-05
1.076922e-08  -1.891091e-04
1.115384e-08  -1.459629e-04
1.153845e-08  -2.652384e-04
1.192307e-08  -1.893414e-04
1.230768e-08  3.594690e-04
1.269230e-08  9.298623e-04
1.307691e-08  -5.072732e-04
1.346153e-08  -2.663542e-03
1.384614e-08  -3.469091e-03
1.423076e-08  -1.430402e-03
1.461537e-08  5.050994e-04
1.499999e-08  5.652332e-03
1.538460e-08  2.687485e-03
1.576921e-08  -2.145300e-03
1.615383e-08  -7.047282e-03
1.653845e-08  -7.984630e-03
1.692306e-08  -1.267059e-02
1.730768e-08  -4.765894e-03
1.769229e-08  2.853713e-03
1.807690e-08  1.119809e-02
1.846152e-08  2.510492e-03
1.884614e-08  1.419418e-04
1.923075e-08  -1.143606e-02
1.961537e-08  -7.131030e-03
1.999998e-08  9.159369e-03
2.038460e-08  -4.260541e-02
2.076921e-08  -2.450477e-01
2.115383e-08  2.941207e-01
2.153844e-08  5.736918e-01
2.192306e-08  -7.872055e-01
2.230767e-08  -7.067523e-01
2.269229e-08  6.631756e-01
2.307690e-08  5.500894e-01
2.346152e-08  5.136393e-02
2.384613e-08  -4.738818e-01
2.423075e-08  -3.546616e-01
2.461536e-08  -4.898727e-02
2.499998e-08  2.409355e-01
2.538459e-08  3.302204e-01
2.576920e-08  7.225711e-02
2.615382e-08  -1.089356e-01
2.653844e-08  -3.250089e-01
2.692305e-08  -2.718006e-01
2.730767e-08  -8.930825e-02
2.769228e-08  1.861030e-01
2.807690e-08  2.457532e-01
2.846151e-08  1.765713e-01
2.884613e-08  3.232976e-02
2.923074e-08  -5.413297e-02
2.961536e-08  -1.630415e-01
2.999997e-08  -2.034793e-01
3.038459e-08  -1.728191e-01
3.076920e-08  -2.645312e-02
3.115381e-08  8.639834e-02
3.153843e-08  1.510174e-01
3.192304e-08  1.391113e-01
3.230766e-08  9.078153e-02
3.269228e-08  -2.766162e-04
3.307689e-08  -9.317653e-02
3.346151e-08  -1.043418e-01
3.384612e-08  -1.037019e-01
3.423074e-08  -8.562227e-02
3.461535e-08  -1.193511e-02
3.499997e-08  6.579952e-02
3.538458e-08  1.011835e-01
3.576920e-08  9.895087e-02
3.615381e-08  7.471660e-02
3.653842e-08  2.151235e-02
3.692304e-08  -2.523462e-02
3.730766e-08  -5.380901e-02
3.769227e-08  -5.679115e-02
3.807689e-08  -5.316263e-02
3.846150e-08  -4.798618e-02
3.884612e-08  -1.777930e-02
3.923073e-08  4.723592e-02
3.961535e-08  7.096582e-02
3.999996e-08  5.253591e-02
4.038458e-08  2.131361e-02
4.076919e-08  -7.620766e-03
4.115380e-08  -1.937172e-02
4.153842e-08  -2.823661e-02
4.192304e-08  -3.679065e-02
4.230765e-08  -4.415692e-02
4.269227e-08  -3.561057e-02
4.307688e-08  -1.241854e-02
4.346150e-08  1.127913e-02
4.384611e-08  2.501070e-02
4.423073e-08  3.095207e-02
4.461534e-08  2.764343e-02
4.499996e-08  1.294026e-02
4.538457e-08  -3.129701e-03
4.576919e-08  -1.776040e-02
4.615380e-08  -2.945228e-02
4.653841e-08  -3.047315e-02
4.692303e-08  -2.588450e-02
4.730765e-08  -1.778164e-02
4.769226e-08  -2.041558e-03
4.807688e-08  1.279378e-02
4.846149e-08  1.928618e-02
4.884611e-08  1.400572e-02
4.923072e-08  8.379370e-03
4.961534e-08  4.659135e-03
4.999995e-08  1.245055e-03
5.038457e-08  -5.797060e-03
5.076918e-08  -1.344369e-02
5.115380e-08  -1.635802e-02
5.153841e-08  -1.723018e-02
5.192303e-08  -1.347159e-02
5.230764e-08  -6.461945e-03
5.269226e-08  7.014096e-04
5.307687e-08  7.308828e-03
5.346149e-08  1.120195e-02
